2018-07-09 01:24:15.044533
1170.0,1176.76,1133.33,1138.17,1808098.0,1170.0,                                         1176.76,1133.33,1138.17,1808098.0
1145.21,1158.59,1141.44,1149.49,1192615.0,1145.21,                                         1158.59,1141.44,1149.49,1192615.0
1149.96,1161.08,1134.54,1149.58,1392521.0,1149.96,                                         1161.08,1134.54,1149.58,1392521.0
1154.14,1155.88,1131.96,1135.73,2560277.0,1154.14,                                         1155.88,1131.96,1135.73,2560277.0
1120.01,1121.99,1089.01,1099.82,2339506.0,1120.01,                                         1121.99,1089.01,1099.82,2339506.0
1099.0,1105.2,1083.46,1097.71,1783872.0,1099.0,                                         1105.2,1083.46,1097.71,1783872.0
1092.74,1106.3,1085.15,1090.88,1640709.0,1092.74,                                         1106.3,1085.15,1090.88,1640709.0
1081.88,1082.9,1045.91,1049.08,2580374.0,1081.88,                                         1082.9,1045.91,1049.08,2580374.0
1047.03,1063.36,1021.22,1021.57,2113497.0,1047.03,                                         1063.36,1021.22,1021.57,2113497.0
1046.0,1055.63,1008.4,1053.21,2558385.0,1046.0,                                         1055.63,1008.4,1053.21,2558385.0
1063.0,1064.84,996.92,1005.1,3029471.0,1063.0,                                         1064.84,996.92,1005.1,3029471.0
