2018-07-09 01:24:15.044533
1048.34,1066.94,1045.23,1065.0,1223114.0,1048.34,                                         1066.94,1045.23,1065.0,1223114.0
1064.31,1086.29,1063.21,1082.48,1416093.0,1064.31,                                         1086.29,1063.21,1082.48,1416093.0
1088.0,1093.57,1084.0,1086.4,990510.0,1088.0,                                         1093.57,1084.0,1086.4,990510.0
1094.0,1104.25,1092.0,1102.23,1210974.0,1094.0,                                         1104.25,1092.0,1102.23,1210974.0
1102.23,1111.27,1101.62,1106.94,1003098.0,1102.23,                                         1111.27,1101.62,1106.94,1003098.0
1109.4,1110.57,1101.23,1106.26,897400.0,1109.4,                                         1110.57,1101.23,1106.26,897400.0
1097.1,1104.6,1096.11,1102.61,1038917.0,1097.1,                                         1104.6,1096.11,1102.61,1038917.0
1106.3,1106.53,1099.59,1105.52,962696.0,1106.3,                                         1106.53,1099.59,1105.52,962696.0
1102.41,1124.29,1101.15,1122.26,1701377.0,1102.41,                                         1124.29,1101.15,1122.26,1701377.0
1132.51,1139.91,1117.83,1121.76,1539230.0,1132.51,                                         1139.91,1117.83,1121.76,1539230.0
1126.22,1132.6,1117.01,1131.98,1146089.0,1126.22,                                         1132.6,1117.01,1131.98,1146089.0
1131.41,1132.51,1117.5,1129.79,1148920.0,1131.41,                                         1132.51,1117.5,1129.79,1148920.0
1131.83,1137.86,1128.3,1137.51,1361390.0,1131.83,                                         1137.86,1128.3,1137.51,1361390.0
1137.49,1159.88,1135.11,1155.81,1582504.0,1137.49,                                         1159.88,1135.11,1155.81,1582504.0
1159.85,1171.63,1158.75,1169.97,1199326.0,1159.85,                                         1171.63,1158.75,1169.97,1199326.0
1177.33,1179.86,1161.05,1164.24,1351237.0,1177.33,                                         1179.86,1161.05,1164.24,1351237.0
1172.53,1175.94,1162.76,1170.37,1326436.0,1172.53,                                         1175.94,1162.76,1170.37,1326436.0
1175.08,1175.84,1158.11,1175.84,1825680.0,1175.08,                                         1175.84,1158.11,1175.84,1825680.0
1176.48,1186.89,1171.98,1175.58,1299218.0,1176.48,                                         1186.89,1171.98,1175.58,1299218.0
1167.83,1176.52,1163.52,1163.69,1400132.0,1167.83,                                         1176.52,1163.52,1163.69,1400132.0
1170.57,1173.0,1159.13,1169.94,1486793.0,1170.57,                                         1173.0,1159.13,1169.94,1486793.0
1162.61,1174.0,1157.52,1167.7,1974700.0,1162.61,                                         1174.0,1157.52,1167.7,1974700.0
1122.0,1123.07,1107.28,1111.9,4758496.0,1122.0,                                         1123.07,1107.28,1111.9,4758496.0
1090.6,1110.0,1052.03,1064.35,3336352.0,1090.6,                                         1110.0,1052.03,1064.35,3336352.0
1027.18,1081.71,1023.14,1080.6,3360727.0,1027.18,                                         1081.71,1023.14,1080.6,3360727.0
1081.54,1081.78,1048.26,1048.58,2331374.0,1081.54,                                         1081.78,1048.26,1048.58,2331374.0
1055.41,1058.62,1001.0,1001.0,2720942.0,1055.41,                                         1058.62,1001.0,1001.0,2720942.0
1017.25,1043.97,992.56,1035.88,3267883.0,1017.25,                                         1043.97,992.56,1035.88,3267883.0
1048.0,1061.5,1040.93,1051.94,2038875.0,1048.0,                                         1061.5,1040.93,1051.94,2038875.0
1045.0,1058.37,1044.09,1052.1,1209341.0,1045.0,                                         1058.37,1044.09,1052.1,1209341.0
1048.95,1071.72,1046.75,1069.7,1515444.0,1048.95,                                         1071.72,1046.75,1069.7,1515444.0
1079.07,1091.48,1064.34,1089.52,1777694.0,1079.07,                                         1091.48,1064.34,1089.52,1777694.0
1088.41,1104.67,1088.31,1094.8,1664969.0,1088.41,                                         1104.67,1088.31,1094.8,1664969.0
1090.57,1113.95,1088.52,1102.46,1381603.0,1090.57,                                         1113.95,1088.52,1102.46,1381603.0
1106.47,1133.97,1106.33,1111.34,1493162.0,1106.47,                                         1133.97,1106.33,1111.34,1493162.0
1116.19,1122.82,1102.59,1106.63,1306276.0,1116.19,                                         1122.82,1102.59,1106.63,1306276.0
1112.64,1127.28,1104.71,1126.79,1158377.0,1112.64,                                         1127.28,1104.71,1126.79,1158377.0
1127.8,1143.96,1126.69,1143.75,1492380.0,1127.8,                                         1143.96,1126.69,1143.75,1492380.0
1141.24,1144.04,1118.0,1118.29,1741578.0,1141.24,                                         1144.04,1118.0,1118.29,1741578.0
1123.03,1127.53,1103.24,1104.73,1858051.0,1123.03,                                         1127.53,1103.24,1104.73,1858051.0
1107.87,1110.12,1067.0,1069.52,2515910.0,1107.87,                                         1110.12,1067.0,1069.52,2515910.0
1053.08,1082.0,1048.12,1078.92,2271551.0,1053.08,                                         1082.0,1048.12,1078.92,2271551.0
1075.14,1097.1,1069.0,1090.93,1202174.0,1075.14,                                         1097.1,1069.0,1090.93,1202174.0
1099.22,1101.85,1089.78,1095.06,1532783.0,1099.22,                                         1101.85,1089.78,1095.06,1532783.0
1089.19,1112.22,1085.48,1109.64,1292537.0,1089.19,                                         1112.22,1085.48,1109.64,1292537.0
1115.32,1127.6,1112.8,1126.0,1240299.0,1115.32,                                         1127.6,1112.8,1126.0,1240299.0
1136.0,1160.8,1132.46,1160.04,2074952.0,1136.0,                                         1160.8,1132.46,1160.04,2074952.0
1163.85,1177.05,1157.42,1164.5,2076306.0,1163.85,                                         1177.05,1157.42,1164.5,2076306.0
