6950.34,7074.95,6944.96,10574494313424.0,132301576.0,2018-04-09 00:00:00
7094.3,7117.98,7014.88,10793918487757.0,0.0,2018-04-10 00:00:00
7069.03,7128.54,7055.0,10760202507151.0,8973890.0,2018-04-11 00:00:00
7140.25,7166.0,7105.09,10868757039109.0,131809289.0,2018-04-12 00:00:00
7106.65,7183.62,7078.14,10817192791972.0,27521838.0,2018-04-13 00:00:00
7156.28,7178.51,7115.85,10891666733880.0,0.0,2018-04-16 00:00:00
7281.1,7298.59,7206.55,11082173453998.0,2362011.0,2018-04-17 00:00:00
7295.24,7319.58,7259.9,11107724451894.0,4059736.0,2018-04-18 00:00:00
7238.06,7277.45,7215.17,11020907397561.0,84709744.0,2018-04-19 00:00:00
7146.13,7222.99,7123.49,10881182712700.0,14849576.0,2018-04-20 00:00:00
7128.6,7195.72,7094.43,10856104953922.0,4534124.0,2018-04-23 00:00:00
7007.35,7171.67,6961.52,10671269738130.0,114019834.0,2018-04-24 00:00:00
7003.74,7030.74,6926.97,10659752420212.0,10195548.0,2018-04-25 00:00:00
7118.68,7143.94,7055.66,10834723178067.0,29796341.0,2018-04-26 00:00:00
7119.8,7197.15,7083.95,10836448081935.0,545978111.0,2018-04-27 00:00:00
7066.27,7169.8,7065.41,10761023815300.0,245912342.0,2018-04-30 00:00:00
7130.7,7133.27,7036.18,10859279128120.0,29111273.0,2018-05-01 00:00:00
7100.9,7169.46,7094.72,10814552056367.0,40139111.0,2018-05-02 00:00:00
7088.15,7112.59,6991.14,10795330570464.0,96313640.0,2018-05-03 00:00:00
7209.62,7228.26,7057.89,10981091673887.0,2133297895.0,2018-05-04 00:00:00
7265.21,7291.74,7235.76,11064985204870.0,253245064.0,2018-05-07 00:00:00
7266.9,7278.81,7224.7,11067705790575.0,284173181.0,2018-05-08 00:00:00
7339.91,7344.8,7259.05,11184902461789.0,572472823.0,2018-05-09 00:00:00
7404.97,7414.15,7353.63,11285430630142.0,442089946.0,2018-05-10 00:00:00
7402.88,7417.67,7372.26,11282394884437.0,4134016751.0,2018-05-11 00:00:00
7411.32,7458.42,7401.89,11295427930250.0,351099232.0,2018-05-14 00:00:00
7351.63,7363.52,7320.97,11204594371429.0,49546079.0,2018-05-15 00:00:00
7398.3,7413.32,7356.16,11273962995810.0,4468411096.0,2018-05-16 00:00:00
